snapshot_date,id,matricula,marca,modelo_versao,ano,combustivel,km,preco_eur,potencia_cv,transmissao,stand_marca,stand_cidade,distrito,data_matricula,url
2026-07-08,2772861047,AX52AU,Mercedes Benz,Classe A A 180 d Auto,2023,Diesel,89000,20950,116,Automática,Toyota,Guarda,Guarda,20/01/2023,https://www.amatoscar.pt/carro-usado/mercedes-benz-classe-a-a-180-d-auto-2772861047/
2026-07-08,2772822530,BG05IL,Toyota,Proace City L1 1.5D 100cv Comfort,2024,Diesel,48224,18950,100,Manual,Toyota,Guarda,Guarda,09/01/2024,https://www.amatoscar.pt/carro-usado/toyota-proace-city-l1-1-5d-100cv-comfort-2772822530/
2026-07-08,2772822529,BL73II,Toyota,Yaris 1.5 Hybrid115 Dynamic Force Comfort Plus,2024,Gasolina,36769,24250,116,Automática,Toyota,Guarda,Guarda,17/06/2024,https://www.amatoscar.pt/carro-usado/toyota-yaris-1-5-hybrid115-dynamic-force-comfort-plus-2772822529/
2026-07-08,2772822528,BH33HL,Toyota,Yaris Cross 1.5 Hybrid 115 Comfort,2024,Gasolina,53153,26000,116,Automática,Toyota,Guarda,Guarda,22/02/2024,https://www.amatoscar.pt/carro-usado/toyota-yaris-cross-1-5-hybrid-115-comfort-2772822528/
2026-07-08,2772801322,BS58DR,Volkswagen,Amarok Style 4×4 3.0TDI 240cv,2025,Diesel,20068,52950,240,Automática,Toyota,Guarda,Guarda,28/03/2025,https://www.amatoscar.pt/carro-usado/volkswagen-amarok-style-4x4-3-0tdi-240cv-2772801322/
2026-07-08,2772337238,BJ10LM,Toyota,Aygo X 1.0 VVT-i play,2024,Gasolina,33875,17750,72,Manual,Toyota,Guarda,Guarda,08/05/2024,https://www.amatoscar.pt/carro-usado/toyota-aygo-x-1-0-vvt-i-play-2772337238/
2026-07-08,2772303690,BI12HG,Nissan,JUKE 1.0 DIG-T 114cv N-Connecta TT,2024,Gasolina,8423,20950,114,Manual,Toyota,Guarda,Guarda,27/03/2024,https://www.amatoscar.pt/carro-usado/nissan-juke-1-0-dig-t-114cv-n-connecta-tt-2772303690/
2026-07-08,2772163630,BI57DT,Toyota,Yaris Cross 1.5 Hybrid 115 Comfort Plus,2024,Gasolina,45204,25950,116,Automática,Toyota,Guarda,Guarda,25/03/2024,https://www.amatoscar.pt/carro-usado/toyota-yaris-cross-1-5-hybrid-115-comfort-plus-2772163630/
2026-07-08,2771948924,AO06BP,Toyota,Corolla 1.8 Hybrid Comfort+Pack Sport,2022,Gasolina,47433,26950,122,Manual,Toyota,Guarda,Guarda,18/02/2022,https://www.amatoscar.pt/carro-usado/toyota-corolla-1-8-hybrid-comfortpack-sport-2771948924/
2026-07-08,2771948923,AN89XT,Toyota,C-HR 1.8 Hybrid Square Collection,2022,Gasolina,28764,29950,122,Manual,Toyota,Guarda,Guarda,14/02/2022,https://www.amatoscar.pt/carro-usado/toyota-c-hr-1-8-hybrid-square-collection-2771948923/
2026-07-08,2772310120,CE38HT,Opel,Corsa 1.2 Turbo 100cv Edition CM6,2026,Gasolina,300,20450,100,Manual,,Évora,Évora,05/03/2026,https://www.amatoscar.pt/carro-usado/opel-corsa-1-2-turbo-100cv-edition-cm6-2772310120/
2026-07-08,2772091645,BT75SC,Volkswagen,Multivan 1.5TSI PHEV Life DSG,2025,Gasolina,58,54950,245,automática,DSG,Évora,Évora,09/05/2025,https://www.amatoscar.pt/carro-usado/volkswagen-multivan-1-5tsi-phev-life-dsg-2772091645/
2026-07-08,2772309269,CF95BQ,Volkswagen,Golf 1.5 TSI 116cv Urban,2026,Gasolina,9,28950,116,Manual,Urban,Évora,Évora,04/03/2026,https://www.amatoscar.pt/carro-usado/volkswagen-golf-1-5-tsi-116cv-urban-2772309269/
2026-07-08,2772091655,BS54CF,Volkswagen,Golf 1.5 eTSI 115cv STYLE DSG,2025,Gasolina,60,37950,115,Automática,DSG,Évora,Évora,09/06/2025,https://www.amatoscar.pt/carro-usado/volkswagen-golf-1-5-etsi-115cv-style-dsg-2772091655/
2026-07-08,2772334870,CF39UP,Volkswagen,Caddy 2.0 TDI 102cv Maxi Life,2026,Diesel,,44450,102,Manual,Life,Évora,Évora,31/03/2026,https://www.amatoscar.pt/carro-usado/volkswagen-caddy-2-0-tdi-102cv-maxi-life-2772334870/
2026-07-08,2772239093,CB37CE,Volkswagen,Caddy Life 1.5PHEV 150 DSG,2025,Híbrido,10,32450,150,Automática,DSG,Évora,Évora,25/12/2025,https://www.amatoscar.pt/carro-usado/volkswagen-caddy-life-1-5phev-150-dsg-2772239093/
2026-07-08,2772092068,BT46UU,Hyundai,Santa Fe 1.6 PHEV Vanguard MY25,2025,Híbrido,800,60450,253,Automática,,Évora,Évora,10/06/2025,https://www.amatoscar.pt/carro-usado/hyundai-santa-fe-1-6-phev-vanguard-my25-2772092068/
2026-07-08,2772170834,BZ03BU,Hyundai,Kauai Vanguard EV 66kWh MY24 (TT),2025,Eletrico,1684,37950,218,Automática,,Évora,Évora,07/10/2025,https://www.amatoscar.pt/carro-usado/hyundai-kauai-vanguard-ev-66kwh-my24-tt-2772170834/
2026-07-08,2772147283,BV40RG,Hyundai,i10 1.0 MPi Comfort MY25 (TT),2025,Gasolina,,18450,62,Manual,,Évora,Évora,04/09/2025,https://www.amatoscar.pt/carro-usado/hyundai-i10-1-0-mpi-comfort-my25-tt-2772147283/
2026-07-08,2772191408,BZ42TZ,Hyundai,Bayon 1.0 T-GDi Premium MY25 (TT),2025,Gasolina,1500,22950,100,Manual,,Évora,Évora,04/11/2025,https://www.amatoscar.pt/carro-usado/hyundai-bayon-1-0-t-gdi-premium-my25-tt-2772191408/
2026-07-08,2772306784,CF98DR,Citroen,C5 X Híbrido Plug-in 180 S&S ëEAT8 Max,2026,Híbrido,,45950,180,Automática,Max,Évora,Évora,03/03/2026,https://www.amatoscar.pt/carro-usado/citroen-c5-x-hibrido-plug-in-180-ss-eeat8-max-2772306784/
2026-07-08,2772239822,BQ30GA,Citroen,ë-C4 Elétrico 156cv Autonomia Alargada – MAX,2025,Eletrico,1905,30950,156,Automática,MAX,Évora,Évora,28/12/2025,https://www.amatoscar.pt/carro-usado/citroen-e-c4-eletrico-156cv-autonomia-alargada-max-2772239822/
2026-07-08,2772891725,CI26UG,Nissan,LEAF 52 kWh Advance,2026,Eletrico,183,48056,177,Automática,Nissan,Évora,Évora,02/07/2026,https://www.amatoscar.pt/carro-usado/nissan-leaf-52-kwh-advance-2772891725/
2026-07-08,2772782201,CG43NP,Hyundai,Tucson 1.6 TGDi Premium MY26,2026,Gasolina,,34950,148,Manual,,Évora,Évora,22/04/2026,https://www.amatoscar.pt/carro-usado/hyundai-tucson-1-6-tgdi-premium-my26-2772782201/
2026-07-08,2772161781,BX38OG,BMW,iX1 eDrive20,2025,Eletrico,13485,42950,204,Automática,,Évora,Évora,29/09/2025,https://www.amatoscar.pt/carro-usado/bmw-ix1-edrive20-2772161781/
2026-07-08,2772338279,CG15AP,Fiat,600 Hybrid 1.2 145cv Sport,2026,Gasolina,6,27450,145,Automática,FIAT,Guarda,Guarda,02/04/2026,https://www.amatoscar.pt/carro-usado/fiat-600-hybrid-1-2-145cv-sport-2772338279/
2026-07-08,2772794605,CH27AF,Peugeot,e-208 Style Elétrico 136 cv (100 kW) – Bateria 50 kW,2026,Eletrico,,26950,136,Automática,kW,Évora,Évora,05/05/2026,https://www.amatoscar.pt/carro-usado/peugeot-e-208-style-eletrico-136-cv-100-kw-bateria-50-kw-2772794605/
2026-07-08,2772248505,CB42LL,Audi,A5 TDI Avant,2026,Diesel,1019,50450,204,Automática,Avant,Évora,Évora,01/01/2026,https://www.amatoscar.pt/carro-usado/audi-a5-tdi-avant-2772248505/
2026-07-08,2772339221,CF52LB,Volvo,XC60 2.0 T6 350 AWD PHEV Plus Bright Auto,2026,Híbrido,246,60950,350,Automática,Auto,Évora,Évora,03/04/2026,https://www.amatoscar.pt/carro-usado/volvo-xc60-2-0-t6-350-awd-phev-plus-bright-auto-2772339221/
2026-07-08,2772885280,CI01PL,BMW,Serie 5 M5,2026,Híbrido,15,171265,727,Automática,,Évora,Évora,24/06/2026,https://www.amatoscar.pt/carro-usado/bmw-serie-5-m5-2772885280/
2026-07-08,2772860713,CH21UQ,Audi,Q2 30 TFSI Advance,2026,Gasolina,20,33250,116,Manual,Advance,Évora,Évora,15/06/2026,https://www.amatoscar.pt/carro-usado/audi-q2-30-tfsi-advance-2772860713/
2026-07-08,2772306776,CF88AH,Volvo,XC40 B3 163cv Plus Dark Auto,2026,Gasolina,135,43450,163,Automática,Auto,Évora,Évora,03/03/2026,https://www.amatoscar.pt/carro-usado/volvo-xc40-b3-163cv-plus-dark-auto-2772306776/
2026-07-08,2772306777,CE97XP,Volvo,XC40 B3 163cv Plus Dark Auto,2026,Gasolina,,43450,163,automática,Auto,Évora,Évora,03/03/2026,https://www.amatoscar.pt/carro-usado/volvo-xc40-b3-163cv-plus-dark-auto-2772306777/
2026-07-08,2772091509,AV40VR,Volvo,XC40 Recharge Twin 408 cv Plus 4WD,2023,Eletrico,,44950,408,Automática,WD,Évora,Évora,09/01/2023,https://www.amatoscar.pt/carro-usado/volvo-xc40-recharge-twin-408-cv-plus-4wd-2772091509/
2026-07-08,2772213536,BZ39NV,Volvo,EX90 Single Motor Plus RWD 333cv,2025,Eletrico,3391,73950,333,Automática,cv,Évora,Évora,25/11/2025,https://www.amatoscar.pt/carro-usado/volvo-ex90-single-motor-plus-rwd-333cv-2772213536/
2026-07-08,2772163661,BX92XU,Volvo,EX30 Cross Country 69 kWh Twin Motor Performance Ultra AWD,2025,Eletrico,6454,48450,428,Automática,AWD,Évora,Évora,30/09/2025,https://www.amatoscar.pt/carro-usado/volvo-ex30-cross-country-69-kwh-twin-motor-performance-ultra-awd-2772163661/
2026-07-08,2772338298,CF85EC,Volvo,EX30 69 kWh Single Motor Extended Range 272cv Ultra,2026,Eletrico,1634,46950,272,Automática,Ultra,Évora,Évora,02/04/2026,https://www.amatoscar.pt/carro-usado/volvo-ex30-69-kwh-single-motor-extended-range-272cv-ultra-2772338298/
2026-07-08,2772147354,BX03FL,Peugeot,408 Elétrico 210 cv – Bateria 58 kWh GT,2025,Eletrico,3,39250,210,Automática,GT,Évora,Évora,04/09/2025,https://www.amatoscar.pt/carro-usado/peugeot-408-eletrico-210-cv-bateria-58-kwh-gt-2772147354/
2026-07-08,2772159141,BX85TE,Peugeot,208 Style El. 136cv (100 kW) – Bat. 50 kW,2025,Eletrico,2,25450,136,Automática,kW,Évora,Évora,24/09/2025,https://www.amatoscar.pt/carro-usado/peugeot-208-style-el-136cv-100-kw-bat-50-kw-2772159141/
2026-07-08,2772280654,CE18DZ,Peugeot,2008 1.2 100 cv Style,2026,Gasolina,,23250,100,Manual,Style,Évora,Évora,31/01/2026,https://www.amatoscar.pt/carro-usado/peugeot-2008-1-2-100-cv-style-2772280654/
2026-07-08,2772248506,CB49LL,Audi,Q6 e-tron performance 100 kWh,2026,Eletrico,10,68450,306,Automática,kWh,Évora,Évora,01/01/2026,https://www.amatoscar.pt/carro-usado/audi-q6-e-tron-performance-100-kwh-2772248506/
2026-07-08,2772147270,BU66PJ,Audi,A6 Avant e-tron Performance 100 kWh,2025,Eletrico,5,63950,367,Automática,kWh,Évora,Évora,04/06/2025,https://www.amatoscar.pt/carro-usado/audi-a6-avant-e-tron-performance-100-kwh-2772147270/
2026-07-08,2772091578,BT68HC,Audi,A6 e-tron Sportback e-tron performance 367 KM/270 kW,2025,Eletrico,1078,57950,380,Automática,kW,Évora,Évora,09/05/2025,https://www.amatoscar.pt/carro-usado/audi-a6-e-tron-sportback-e-tron-performance-367-km-270-kw-2772091578/
2026-07-08,2772091562,BQ90DD,Audi,A5 TDI Avant,2025,Diesel,40153,54950,204,Automática,Avant,Évora,Évora,09/06/2025,https://www.amatoscar.pt/carro-usado/audi-a5-tdi-avant-2772091562/
2026-07-08,2772091489,BN54GR,Alfa Romeo,Junior Elettrica 156Cv 50kWh FWD,2024,Eletrico,,31450,156,Automática,FWD,Évora,Évora,09/06/2024,https://www.amatoscar.pt/carro-usado/alfa-romeo-junior-elettrica-156cv-50kwh-fwd-2772091489/
2026-07-08,2772342567,CG66BH,Kia,"PV5 L2H1 + V2L (71,2kWh) 4P",2026,Eletrico,6,36950,163,Automática,P,Évora,Évora,08/04/2026,https://www.amatoscar.pt/carro-usado/kia-pv5-l2h1-v2l-712kwh-4p-2772342567/
2026-07-08,2772327669,CF81QV,Toyota,Yaris Cross 1.5 Hybrid 115 Comfort Plus,2026,Gasolina,5500,30148,116,Automática,Toyota,Guarda,Guarda,24/03/2026,https://www.amatoscar.pt/carro-usado/toyota-yaris-cross-1-5-hybrid-115-comfort-plus-2772327669/
2026-07-08,2772883742,CH96NN,Kia,"EV2 DRIVE (42,2 kWh)",2026,Eletrico,,32990,147,Automática,,Évora,Évora,23/06/2026,https://www.amatoscar.pt/carro-usado/kia-ev2-drive-422-kwh-2772883742/
2026-07-08,2772338291,CG50AV,Volkswagen,Amarok Style KingCab 4×4 3.0TDI 240cv,2026,Diesel,1200,51450,240,Automática,cv,Évora,Évora,02/04/2026,https://www.amatoscar.pt/carro-usado/volkswagen-amarok-style-kingcab-4x4-3-0tdi-240cv-2772338291/
2026-07-08,2772296635,CE47LB,Kia,K4 1.0 T-GDI 6M,2026,Gasolina,10,27250,100,Manual,M,Évora,Évora,20/02/2026,https://www.amatoscar.pt/carro-usado/kia-k4-1-0-t-gdi-6m-2772296635/
2026-07-08,2772312005,CF39CM,Nissan,JUKE 1.6 Hybrid 143cv N-Connecta,2026,Gasolina,,31750,143,Automática,Nissan,Évora,Évora,07/03/2026,https://www.amatoscar.pt/carro-usado/nissan-juke-1-6-hybrid-143cv-n-connecta-2772312005/
2026-07-08,2772091721,BJ93RJ,Peugeot,3008 GT Eléctrico 210cv Bateria 73 kwh,2024,Eletrico,,38950,214,Automática,kwh,Évora,Évora,09/05/2024,https://www.amatoscar.pt/carro-usado/peugeot-3008-gt-electrico-210cv-bateria-73-kwh-2772091721/
2026-07-08,2772091555,BN73SV,Opel,Astra Electric ST GS 115kW CA,2025,Eletrico,,30450,156,Automática,CA,Évora,Évora,09/06/2025,https://www.amatoscar.pt/carro-usado/opel-astra-electric-st-gs-115kw-ca-2772091555/
2026-07-08,2772484043,BL41TM,Nissan,Ariya 87 kWh 4×2 Advance C 22kW + T.Pan,2024,Eletrico,10700,42950,242,Automática,Nissan,Portalegre,Portalegre,18/06/2024,https://www.amatoscar.pt/carro-usado/nissan-ariya-87-kwh-4x2-advance-c-22kw-t-pan-2772484043/
2026-07-08,2772310128,CE81EF,Kia,XCeed 1.0 T-GDi 6MT DRIVE,2026,Gasolina,4,24950,115,Manual,DRIVE,Évora,Évora,05/03/2026,https://www.amatoscar.pt/carro-usado/kia-xceed-1-0-t-gdi-6mt-drive-2772310128/
2026-07-08,2772324377,BH87NG,Kia,"EV9 1ST EDITION (99,8 kWh)",2024,Eletrico,7282,62950,204,Automática,,Évora,Évora,02/05/2024,https://www.amatoscar.pt/carro-usado/kia-ev9-1st-edition-998-kwh-2772324377/
2026-07-08,2772279816,CE63CJ,BYD,TANG Flagship,2026,Eletrico,18,68950,517,Automática,BYD,Évora,Évora,30/01/2026,https://www.amatoscar.pt/carro-usado/byd-tang-flagship-2772279816/
2026-07-08,2772792535,CG72XM,BYD,"Sealion 7 82,5kWh Comfort",2026,Eletrico,15,49424,313,Automática,BYD,Évora,Évora,01/05/2026,https://www.amatoscar.pt/carro-usado/byd-sealion-7-825kwh-comfort-2772792535/
2026-07-08,2772793463,CG81ZA,BMW,Serie 3 M3 Competition xDrive Auto,2026,Gasolina,1062,137415,530,Automática,Auto,Évora,Évora,03/05/2026,https://www.amatoscar.pt/carro-usado/bmw-serie-3-m3-competition-xdrive-auto-2772793463/
2026-07-08,2772347842,CG31JF,Hyundai,Inster EV 320km Style 5 lug. MY26,2026,Eletrico,6,27111,97,Automática,,Évora,Évora,15/04/2026,https://www.amatoscar.pt/carro-usado/hyundai-inster-ev-320km-style-5-lug-my26-2772347842/
2026-07-08,2772339226,CF65TR,Kia,XCeed 1.0 T-GDi 6MT DYNAMIC,2026,Gasolina,7,24490,115,Manual,DYNAMIC,Évora,Évora,03/04/2026,https://www.amatoscar.pt/carro-usado/kia-xceed-1-0-t-gdi-6mt-dynamic-2772339226/
2026-07-08,2772337250,CG43BE,Opel,Corsa Edition 100 kW Bateria 50 kW,2026,Eletrico,,29450,136,Automática,kW,Évora,Évora,01/04/2026,https://www.amatoscar.pt/carro-usado/opel-corsa-edition-100-kw-bateria-50-kw-2772337250/
2026-07-08,2772282210,CE57FZ,Hyundai,Kauai 1.0 T-GDi Premium MY25 (TT),2026,Gasolina,13,27500,100,Manual,,Évora,Évora,03/02/2026,https://www.amatoscar.pt/carro-usado/hyundai-kauai-1-0-t-gdi-premium-my25-tt-2772282210/
2026-07-08,2772172364,BZ50ES,Opel,Grandland BEV 210cv Bateria 73kw GS,2025,Eletrico,900,44450,213,Automática,GS,Évora,Évora,01/05/2025,https://www.amatoscar.pt/carro-usado/opel-grandland-bev-210cv-bateria-73kw-gs-2772172364/
2026-07-08,2772793464,CG08ZB,BMW,i4 eDrive40,2026,Eletrico,703,73564,340,Automática,,Évora,Évora,03/05/2026,https://www.amatoscar.pt/carro-usado/bmw-i4-edrive40-2772793464/
2026-07-08,2772351520,CG08LA,BMW,X1 xDrive25e,2026,Híbrido,2391,69711,245,Automática,e,Évora,Évora,17/04/2026,https://www.amatoscar.pt/carro-usado/bmw-x1-xdrive25e-2772351520/
2026-07-08,2772337259,CG34BG,Opel,"Combo 15DT, E6.4 & MT6 Start/Stop (75 kW-100cv",2026,Diesel,49,23250,100,Manual,cv,Évora,Évora,01/04/2026,https://www.amatoscar.pt/carro-usado/opel-combo-15dt-e6-4-mt6-start-stop-75-kw-100cv-2772337259/
2026-07-08,2772304908,CF68BT,Opel,Frontera Electric GS 83kW CA Bat. 54kWh,2026,Eletrico,7,31250,113,Automática,kWh,Évora,Évora,28/02/2026,https://www.amatoscar.pt/carro-usado/opel-frontera-electric-gs-83kw-ca-bat-54kwh-2772304908/
2026-07-08,2772238618,CB34FS,Peugeot,2008 1.2 100 cv Style,2025,Gasolina,116,21950,100,Manual,Style,Évora,Évora,24/12/2025,https://www.amatoscar.pt/carro-usado/peugeot-2008-1-2-100-cv-style-2772238618/
2026-07-08,2772298440,CE87RR,BMW,X3 30e xDrive,2026,Híbrido,4403,70043,299,Automática,xDrive,Évora,Évora,24/02/2026,https://www.amatoscar.pt/carro-usado/bmw-x3-30e-xdrive-2772298440/
2026-07-08,2772785600,CG20PO,Hyundai,IONIQ 5 EV 570km Premium Plus MY25,2026,Eletrico,,50232,229,Automática,,Évora,Évora,24/04/2026,https://www.amatoscar.pt/carro-usado/hyundai-ioniq-5-ev-570km-premium-plus-my25-2772785600/
2026-07-08,2772784039,CE38DZ,Opel,Corsa Edition 100 kW Bateria 50 kW,2026,Eletrico,,29450,136,Automática,kW,Évora,Évora,23/04/2026,https://www.amatoscar.pt/carro-usado/opel-corsa-edition-100-kw-bateria-50-kw-2772784039/
2026-07-08,2772345149,CB47SC,Kia,EV5 EV5,2026,Eletrico,1750,48950,218,Automática,,Évora,Évora,10/04/2026,https://www.amatoscar.pt/carro-usado/kia-ev5-ev5-2772345149/
2026-07-08,2772345148,CG00HA,Toyota,C-HR (2023–>) C-HR+ BEV 77kWh Premium,2026,Eletrico,2,47087,223,Automática,Toyota,Guarda,Guarda,10/04/2026,https://www.amatoscar.pt/carro-usado/toyota-c-hr-2023-c-hr-bev-77kwh-premium-2772345148/
2026-07-08,2772339227,CG58DS,BMW,iX xDrive45,2026,Eletrico,4,87540,408,Automática,,Évora,Évora,03/04/2026,https://www.amatoscar.pt/carro-usado/bmw-ix-xdrive45-2772339227/
2026-07-08,2772338301,CG49DR,Kia,Picanto 1.0 GDi 5MT URBAN,2026,Gasolina,54,18990,68,Manual,URBAN,Évora,Évora,02/04/2026,https://www.amatoscar.pt/carro-usado/kia-picanto-1-0-gdi-5mt-urban-2772338301/
2026-07-08,2772334860,CF25UE,Nissan,Micra 52kWh Advance – Two Tone,2026,Eletrico,9,36106,150,Automática,Nissan,Évora,Évora,31/03/2026,https://www.amatoscar.pt/carro-usado/nissan-micra-52kwh-advance-two-tone-2772334860/
2026-07-08,2772334857,CF67QX,Toyota,Corolla 1.8 Hybrid Comfort Plus,2026,Gasolina,4,38587,142,Automática,Toyota,Guarda,Guarda,31/03/2026,https://www.amatoscar.pt/carro-usado/toyota-corolla-1-8-hybrid-comfort-plus-2772334857/
2026-07-08,2772332234,CF53VA,Kia,XCeed 1.0 T-GDi 6MT DYNAMIC,2026,Gasolina,7,24490,115,Manual,DYNAMIC,Évora,Évora,27/03/2026,https://www.amatoscar.pt/carro-usado/kia-xceed-1-0-t-gdi-6mt-dynamic-2772332234/
2026-07-08,2772312002,CF66CM,Nissan,JUKE 1.0 DIG-T 114cv Acenta+ DCT,2026,,4,25950,114,Automática,Nissan,Évora,Évora,07/03/2026,https://www.amatoscar.pt/carro-usado/nissan-juke-1-0-dig-t-114cv-acenta-dct-2772312002/
2026-07-08,2772301455,CE65GD,BMW,iX xDrive45,2025,Eletrico,6,85260,408,Automática,,Évora,Évora,25/10/2025,https://www.amatoscar.pt/carro-usado/bmw-ix-xdrive45-2772301455/
2026-07-08,2772289644,CE57LQ,Toyota,Aygo X Hybrid 115 Envy,2026,Híbrido,3,27397,116,Automática,Toyota,Guarda,Guarda,11/02/2026,https://www.amatoscar.pt/carro-usado/toyota-aygo-x-hybrid-115-envy-2772289644/
2026-07-08,2772282200,CE53EX,Nissan,Qashqai 1.3 140CV mHEV MT 4×2 Advance TT,2026,Gasolina,7,35250,140,Manual,Nissan,Évora,Évora,03/02/2026,https://www.amatoscar.pt/carro-usado/nissan-qashqai-1-3-140cv-mhev-mt-4x2-advance-tt-2772282200/
2026-07-08,2772282199,CE55EZ,Nissan,Qashqai 1.3 140CV mHEV MT 4×2 Advance TT,2026,Gasolina,1982,35250,140,Manual,Nissan,Évora,Évora,03/02/2026,https://www.amatoscar.pt/carro-usado/nissan-qashqai-1-3-140cv-mhev-mt-4x2-advance-tt-2772282199/
2026-07-08,2772274621,CB66SC,Kia,Sportage 1.6 T-GDi 6MT DRIVE,2026,Gasolina,7,33950,160,Manual,DRIVE,Évora,Évora,24/01/2026,https://www.amatoscar.pt/carro-usado/kia-sportage-1-6-t-gdi-6mt-drive-2772274621/
2026-07-08,2772268816,CB31OI,BMW,i4 M60 xDrive,2026,Eletrico,10,89901,601,Automática,xDrive,Évora,Évora,16/01/2026,https://www.amatoscar.pt/carro-usado/bmw-i4-m60-xdrive-2772268816/
2026-07-08,2772268815,CB67PA,BMW,i4 eDrive40,2026,Eletrico,8,69950,340,Automática,,Évora,Évora,16/01/2026,https://www.amatoscar.pt/carro-usado/bmw-i4-edrive40-2772268815/
2026-07-08,2772206714,BZ82SU,BMW,iX1 eDrive20,2025,Eletrico,,60500,204,Automática,,Évora,Évora,18/11/2025,https://www.amatoscar.pt/carro-usado/bmw-ix1-edrive20-2772206714/
2026-07-08,2772192705,BZ74TG,Nissan,JUKE 1.0 DIG-T 114cv Acenta+,2025,Gasolina,4143,24250,114,Manual,Nissan,Évora,Évora,05/11/2025,https://www.amatoscar.pt/carro-usado/nissan-juke-1-0-dig-t-114cv-acenta-2772192705/
2026-07-08,2772164771,BZ87AH,BMW,i4 eDrive40,2025,Eletrico,2185,68950,340,Automática,,Évora,Évora,01/10/2025,https://www.amatoscar.pt/carro-usado/bmw-i4-edrive40-2772164771/
2026-07-08,2772154567,BV36DO,BMW,Serie 5 530e,2025,Gasolina,8498,59950,299,Automática,e,Évora,Évora,17/09/2025,https://www.amatoscar.pt/carro-usado/bmw-serie-5-530e-2772154567/
2026-07-08,2772147329,BX48CG,BMW,i5 eDrive40,2025,Eletrico,11,76860,340,Automática,,Évora,Évora,04/09/2025,https://www.amatoscar.pt/carro-usado/bmw-i5-edrive40-2772147329/
2026-07-08,2772147320,BV99OL,Volkswagen,Caddy 2.0 TDI 102cv Cargo Business,2025,Diesel,13,24950,102,Manual,Business,Évora,Évora,04/09/2025,https://www.amatoscar.pt/carro-usado/volkswagen-caddy-2-0-tdi-102cv-cargo-business-2772147320/
2026-07-08,2772091403,BQ08SQ,Toyota,"BZ4X BEV 71,4kWh Premium",2025,Eletrico,102,42450,204,Automática,Toyota,Guarda,Guarda,09/02/2025,https://www.amatoscar.pt/carro-usado/toyota-bz4x-bev-714kwh-premium-2772091403/
2026-07-08,2772091399,BS52IB,Toyota,C-HR 2.0 Plug-in Hybrid Dynamic Force Busines,2025,Gasolina,4,38950,223,automática,Toyota,Guarda,Guarda,09/06/2025,https://www.amatoscar.pt/carro-usado/toyota-c-hr-2-0-plug-in-hybrid-dynamic-force-busines-2772091399/
