snapshot_date,id,matricula,marca,modelo_versao,ano,combustivel,km,preco_eur,potencia_cv,transmissao,stand_marca,stand_cidade,distrito,data_matricula,url,registo_completo
2026-09-14,2772280632,BH64SO,Nissan,Qashqai 1.3 158cv mHEV AT 4×2 N-Connecta LED + S,2024,Híbrido,7,25990,158,Automática,Nissan,Évora,Évora,11/03/2024,https://www.amatoscar.pt/carro-usado/nissan-qashqai-1-3-158cv-mhev-at-4x2-n-connecta-led-s-2772280632/,1
2026-09-14,2772132344,BB69IV,Nissan,Qashqai 1.3 DIG-T 140CV mHEV 6MT N-Connecta,2023,Híbrido,24364,26990,140,Manual,Nissan,Évora,Évora,31/05/2023,https://www.amatoscar.pt/carro-usado/nissan-qashqai-1-3-dig-t-140cv-mhev-6mt-n-connecta-2772132344/,1
2026-09-14,2772160640,BF36DL,Ford,Transit 2.0 TDCi 130cv 330 L3H2 Trend,2022,Diesel,107788,33450,130,Manual,Nissan,Portalegre,Portalegre,12/12/2022,https://www.amatoscar.pt/carro-usado/ford-transit-2-0-tdci-130cv-330-l3h2-trend-2772160640/,1
2026-09-14,2772883731,AJ83SJ,Nissan,JUKE DIG-T (114 CV) M/T ACENTA,2021,Gasolina,94729,16650,114,Manual,ACENTA,Évora,Évora,07/10/2021,https://www.amatoscar.pt/carro-usado/nissan-juke-dig-t-114-cv-m-t-acenta-2772883731/,1
2026-09-14,2772931571,CF66CP,Fiat,600 Hybrid 1.2 145cv La Prima,2026,Híbrido,9504,24450,145,Manual,FIAT,Guarda,Guarda,27/02/2026,https://www.amatoscar.pt/carro-usado/fiat-600-hybrid-1-2-145cv-la-prima-2772931571/,1
2026-09-14,2772918995,CF68CS,Fiat,600 Hybrid 1.2 145cv La Prima,2026,Híbrido,8250,24450,145,Manual,FIAT,Guarda,Guarda,27/02/2026,https://www.amatoscar.pt/carro-usado/fiat-600-hybrid-1-2-145cv-la-prima-2772918995/,1
2026-09-14,2772918994,CF95CS,Fiat,600 Hybrid 1.2 145cv La Prima,2026,Híbrido,7941,24450,145,Automática,FIAT,Guarda,Guarda,27/02/2026,https://www.amatoscar.pt/carro-usado/fiat-600-hybrid-1-2-145cv-la-prima-2772918994/,1
2026-09-14,2772879138,BH96LC,Fiat,500 500 1.0 Hybrid 70cv,2024,Gasolina,37858,14250,70,Manual,FIAT,Guarda,Guarda,27/02/2024,https://www.amatoscar.pt/carro-usado/fiat-500-500-1-0-hybrid-70cv-2772879138/,1
2026-09-14,2772350127,BU85RC,Fiat,600 600 Hybrid 1.2 145cv DCT POP,2025,Híbrido,17000,21750,145,Automática,FIAT,Guarda,Guarda,28/06/2025,https://www.amatoscar.pt/carro-usado/fiat-600-600-hybrid-1-2-145cv-dct-pop-2772350127/,1
2026-09-14,2772325797,BX82GA,Fiat,Grande Panda Grande Panda Hybrid 1.2 110cv eDCT La Prima,2025,Híbrido,8000,20750,110,Automática,FIAT,Guarda,Guarda,28/08/2025,https://www.amatoscar.pt/carro-usado/fiat-grande-panda-grande-panda-hybrid-1-2-110cv-edct-la-prima-2772325797/,1
2026-09-14,2772249895,AV70MV,Volkswagen,"Crafter 35 Carg L3H3 11,3M3 2.0TDI Diant",2022,Diesel,204346,23450,140,Manual,Citroën,Guarda,Guarda,29/12/2022,https://www.amatoscar.pt/carro-usado/volkswagen-crafter-35-carg-l3h3-113m3-2-0tdi-diant-2772249895/,1
2026-09-14,2772249894,AT47NF,Volkswagen,Crafter Crafter 2.0 TDI,2022,Diesel,180000,23450,140,Manual,Citroën,Guarda,Guarda,29/09/2022,https://www.amatoscar.pt/carro-usado/volkswagen-crafter-crafter-2-0-tdi-2772249894/,1
2026-09-14,2772207461,AZ34RJ,Fiat,Tipo 1.3 Multijet 95cv Tipo,2023,Diesel,67143,16250,95,Manual,FIAT,Guarda,Guarda,30/03/2023,https://www.amatoscar.pt/carro-usado/fiat-tipo-1-3-multijet-95cv-tipo-2772207461/,1
2026-09-14,2772207459,AX03VE,Fiat,Tipo 1.3 Multijet 95cv Tipo,2023,Diesel,64485,16250,95,Manual,FIAT,Guarda,Guarda,28/02/2023,https://www.amatoscar.pt/carro-usado/fiat-tipo-1-3-multijet-95cv-tipo-2772207459/,1
2026-09-14,2772189788,BA50AB,Ford,Focus 1.0 ECOBOOST 125cv MHEV ACTIVE,2023,Gasolina,92943,16950,125,Manual,Citroën,Guarda,Guarda,14/04/2023,https://www.amatoscar.pt/carro-usado/ford-focus-1-0-ecoboost-125cv-mhev-active-2772189788/,1
2026-09-14,2772822530,BG05IL,Toyota,Proace City L1 1.5D 100cv Comfort,2024,Diesel,48224,18950,100,Manual,Toyota,Guarda,Guarda,09/01/2024,https://www.amatoscar.pt/carro-usado/toyota-proace-city-l1-1-5d-100cv-comfort-2772822530/,1
2026-09-14,2772822528,BH33HL,Toyota,Yaris Cross 1.5 Hybrid 115 Comfort,2024,Gasolina,53157,26000,116,Automática,Toyota,Guarda,Guarda,22/02/2024,https://www.amatoscar.pt/carro-usado/toyota-yaris-cross-1-5-hybrid-115-comfort-2772822528/,1
2026-09-14,2772337238,BJ10LM,Toyota,Aygo X 1.0 VVT-i play,2024,Gasolina,33875,17750,72,Manual,Toyota,Guarda,Guarda,08/05/2024,https://www.amatoscar.pt/carro-usado/toyota-aygo-x-1-0-vvt-i-play-2772337238/,1
2026-09-14,2771948924,AO06BP,Toyota,Corolla 1.8 Hybrid Comfort+Pack Sport,2022,Gasolina,47433,26950,122,Manual,Toyota,Guarda,Guarda,18/02/2022,https://www.amatoscar.pt/carro-usado/toyota-corolla-1-8-hybrid-comfortpack-sport-2771948924/,1
2026-09-14,2771948923,AN89XT,Toyota,C-HR 1.8 Hybrid Square Collection,2022,Gasolina,28764,29950,122,Manual,Toyota,Guarda,Guarda,14/02/2022,https://www.amatoscar.pt/carro-usado/toyota-c-hr-1-8-hybrid-square-collection-2771948923/,1
2026-09-14,2772928321,CL05OF,Citroen,C3 1.2 Turbo 100 CVM6 MAX,2026,Gasolina,73,21250,100,Manual,MAX,Évora,Évora,29/08/2026,https://www.amatoscar.pt/carro-usado/citroen-c3-1-2-turbo-100-cvm6-max-2772928321/,1
2026-09-14,2772091399,BS52IB,Toyota,C-HR 2.0 Plug-in Hybrid Dynamic Force Busines,2025,Gasolina,4,38950,223,automática,Toyota,Guarda,Guarda,09/06/2025,https://www.amatoscar.pt/carro-usado/toyota-c-hr-2-0-plug-in-hybrid-dynamic-force-busines-2772091399/,1
2026-09-14,2772091489,BN54GR,Alfa Romeo,Junior Elettrica 156Cv 50kWh FWD,2024,Eletrico,,31250,156,Automática,FWD,Évora,Évora,09/06/2024,https://www.amatoscar.pt/carro-usado/alfa-romeo-junior-elettrica-156cv-50kwh-fwd-2772091489/,1
2026-09-14,2772091509,AV40VR,Volvo,XC40 Recharge Twin 408 cv Plus 4WD,2023,Eletrico,,44450,408,Automática,WD,Évora,Évora,09/01/2023,https://www.amatoscar.pt/carro-usado/volvo-xc40-recharge-twin-408-cv-plus-4wd-2772091509/,1
2026-09-14,2772091562,BQ90DD,Audi,A5 TDI Avant,2025,Diesel,40153,53950,204,Automática,Avant,Évora,Évora,09/06/2025,https://www.amatoscar.pt/carro-usado/audi-a5-tdi-avant-2772091562/,1
2026-09-14,2772091645,BT75SC,Volkswagen,Multivan 1.5TSI PHEV Life DSG,2025,Gasolina,58,53950,245,automática,DSG,Évora,Évora,09/05/2025,https://www.amatoscar.pt/carro-usado/volkswagen-multivan-1-5tsi-phev-life-dsg-2772091645/,1
2026-09-14,2772091655,BS54CF,Volkswagen,Golf 1.5 eTSI 115cv STYLE DSG,2025,Gasolina,60,37450,115,Automática,DSG,Évora,Évora,09/06/2025,https://www.amatoscar.pt/carro-usado/volkswagen-golf-1-5-etsi-115cv-style-dsg-2772091655/,1
2026-09-14,2772147270,BU66PJ,Audi,A6 Avant e-tron Performance 100 kWh,2025,Eletrico,5,63450,367,Automática,kWh,Évora,Évora,04/06/2025,https://www.amatoscar.pt/carro-usado/audi-a6-avant-e-tron-performance-100-kwh-2772147270/,1
2026-09-14,2772147329,BX48CG,BMW,i5 eDrive40,2025,Eletrico,11,66950,340,Automática,,Évora,Évora,04/09/2025,https://www.amatoscar.pt/carro-usado/bmw-i5-edrive40-2772147329/,1
2026-09-14,2772147354,BX03FL,Peugeot,408 Elétrico 210 cv – Bateria 58 kWh GT,2025,Eletrico,3,39250,210,Automática,GT,Évora,Évora,04/09/2025,https://www.amatoscar.pt/carro-usado/peugeot-408-eletrico-210-cv-bateria-58-kwh-gt-2772147354/,1
2026-09-14,2772154567,BV36DO,BMW,Serie 5 530e,2025,Gasolina,8498,58950,299,Automática,e,Évora,Évora,17/09/2025,https://www.amatoscar.pt/carro-usado/bmw-serie-5-530e-2772154567/,1
2026-09-14,2772163661,BX92XU,Volvo,EX30 Cross Country 69 kWh Twin Motor Performance Ultra AWD,2025,Eletrico,6454,47450,428,Automática,AWD,Évora,Évora,30/09/2025,https://www.amatoscar.pt/carro-usado/volvo-ex30-cross-country-69-kwh-twin-motor-performance-ultra-awd-2772163661/,1
2026-09-14,2772164771,BZ87AH,BMW,i4 eDrive40,2025,Eletrico,2185,62950,340,Automática,,Évora,Évora,01/10/2025,https://www.amatoscar.pt/carro-usado/bmw-i4-edrive40-2772164771/,1
2026-09-14,2772167325,BX23HJ,BYD,SEAL 6 DM-I TOURING Comfort Lite,2025,Híbrido,10420,41950,212,Automática,BYD,Évora,Évora,02/10/2025,https://www.amatoscar.pt/carro-usado/byd-seal-6-dm-i-touring-comfort-lite-2772167325/,1
2026-09-14,2772170834,BZ03BU,Hyundai,Kauai Vanguard EV 66kWh MY24 (TT),2025,Eletrico,1684,37450,218,Automática,,Évora,Évora,07/10/2025,https://www.amatoscar.pt/carro-usado/hyundai-kauai-vanguard-ev-66kwh-my24-tt-2772170834/,1
2026-09-14,2772191408,BZ42TZ,Hyundai,Bayon 1.0 T-GDi Premium MY25 (TT),2025,Gasolina,1500,22750,100,Manual,,Évora,Évora,04/11/2025,https://www.amatoscar.pt/carro-usado/hyundai-bayon-1-0-t-gdi-premium-my25-tt-2772191408/,1
2026-09-14,2772192705,BZ74TG,Nissan,JUKE 1.0 DIG-T 114cv Acenta+,2025,Gasolina,4143,24250,114,Manual,Nissan,Évora,Évora,05/11/2025,https://www.amatoscar.pt/carro-usado/nissan-juke-1-0-dig-t-114cv-acenta-2772192705/,1
2026-09-14,2772213536,BZ39NV,Volvo,EX90 Single Motor Plus RWD 333cv,2025,Eletrico,3391,72450,333,Automática,cv,Évora,Évora,25/11/2025,https://www.amatoscar.pt/carro-usado/volvo-ex90-single-motor-plus-rwd-333cv-2772213536/,1
2026-09-14,2772248505,CB42LL,Audi,A5 TDI Avant,2026,Diesel,1019,49950,204,Automática,Avant,Évora,Évora,01/01/2026,https://www.amatoscar.pt/carro-usado/audi-a5-tdi-avant-2772248505/,1
2026-09-14,2772248506,CB49LL,Audi,Q6 e-tron performance 100 kWh,2026,Eletrico,10,67950,306,Automática,kWh,Évora,Évora,01/01/2026,https://www.amatoscar.pt/carro-usado/audi-q6-e-tron-performance-100-kwh-2772248506/,1
2026-09-14,2772274621,CB66SC,Kia,Sportage 1.6 T-GDi 6MT DRIVE,2026,Gasolina,7,33450,160,Manual,DRIVE,Évora,Évora,24/01/2026,https://www.amatoscar.pt/carro-usado/kia-sportage-1-6-t-gdi-6mt-drive-2772274621/,1
2026-09-14,2772280657,CE37DZ,Peugeot,2008 1.2 100 cv Allure CVM6,2026,Gasolina,1768,24750,100,Manual,,Évora,Évora,31/01/2026,https://www.amatoscar.pt/carro-usado/peugeot-2008-1-2-100-cv-allure-cvm6-2772280657/,1
2026-09-14,2772282199,CE55EZ,Nissan,Qashqai 1.3 140CV mHEV MT 4×2 Advance TT,2026,Gasolina,1982,34950,140,Manual,Nissan,Évora,Évora,03/02/2026,https://www.amatoscar.pt/carro-usado/nissan-qashqai-1-3-140cv-mhev-mt-4x2-advance-tt-2772282199/,1
2026-09-14,2772282208,CE26FZ,Hyundai,Tucson PHEV 1.6 TGDI AT e-Vanguard + TT MY25,2026,Híbrido,5277,43950,252,Automática,,Évora,Évora,03/02/2026,https://www.amatoscar.pt/carro-usado/hyundai-tucson-phev-1-6-tgdi-at-e-vanguard-tt-my25-2772282208/,1
2026-09-14,2772289644,CE57LQ,Toyota,Aygo X Hybrid 115 Envy,2026,Híbrido,3,27397,116,Automática,Toyota,Guarda,Guarda,11/02/2026,https://www.amatoscar.pt/carro-usado/toyota-aygo-x-hybrid-115-envy-2772289644/,1
2026-09-14,2772295916,CE40FP,Opel,Combo 1.5 M Diesel 100 Manual,2026,Diesel,,22250,100,Manual,Manual,Évora,Évora,19/02/2026,https://www.amatoscar.pt/carro-usado/opel-combo-1-5-m-diesel-100-manual-2772295916/,1
2026-09-14,2772296635,CE47LB,Kia,K4 1.0 T-GDI 6M,2026,Gasolina,10,26950,100,Manual,M,Évora,Évora,20/02/2026,https://www.amatoscar.pt/carro-usado/kia-k4-1-0-t-gdi-6m-2772296635/,1
2026-09-14,2772303703,CB52SC,Kia,Sportage 1.6 T-GDi 6MT DRIVE,2026,Gasolina,2573,33450,150,Manual,DRIVE,Évora,Évora,27/02/2026,https://www.amatoscar.pt/carro-usado/kia-sportage-1-6-t-gdi-6mt-drive-2772303703/,1
2026-09-14,2772306776,CF88AH,Volvo,XC40 B3 163cv Plus Dark Auto,2026,Gasolina,135,42950,163,Automática,Auto,Évora,Évora,03/03/2026,https://www.amatoscar.pt/carro-usado/volvo-xc40-b3-163cv-plus-dark-auto-2772306776/,1
2026-09-14,2772306784,CF98DR,Citroen,C5 X Híbrido Plug-in 180 S&S ëEAT8 Plus,2026,Híbrido,,44950,180,Automática,Plus,Évora,Évora,03/03/2026,https://www.amatoscar.pt/carro-usado/citroen-c5-x-hibrido-plug-in-180-ss-eeat8-plus-2772306784/,1
2026-09-14,2772310128,CE81EF,Kia,XCeed 1.0 T-GDi 6MT DRIVE,2026,Gasolina,4,24750,115,Manual,DRIVE,Évora,Évora,05/03/2026,https://www.amatoscar.pt/carro-usado/kia-xceed-1-0-t-gdi-6mt-drive-2772310128/,1
2026-09-14,2772324377,BH87NG,Kia,"EV9 1ST EDITION (99,8 kWh)",2024,Eletrico,7282,60950,204,Automática,,Évora,Évora,02/05/2024,https://www.amatoscar.pt/carro-usado/kia-ev9-1st-edition-998-kwh-2772324377/,1
2026-09-14,2772327669,CF81QV,Toyota,Yaris Cross 1.5 Hybrid 115 Comfort Plus,2026,Gasolina,5500,30148,116,Automática,Toyota,Guarda,Guarda,24/03/2026,https://www.amatoscar.pt/carro-usado/toyota-yaris-cross-1-5-hybrid-115-comfort-plus-2772327669/,1
2026-09-14,2772332234,CF53VA,Kia,XCeed 1.0 T-GDi 6MT DRIVE,2026,Gasolina,147,25450,115,Manual,DRIVE,Évora,Évora,27/03/2026,https://www.amatoscar.pt/carro-usado/kia-xceed-1-0-t-gdi-6mt-drive-2772332234/,1
2026-09-14,2772334860,CF25UE,Nissan,Micra 52kWh Advance – Two Tone,2026,Eletrico,9,31950,150,Automática,Nissan,Évora,Évora,31/03/2026,https://www.amatoscar.pt/carro-usado/nissan-micra-52kwh-advance-two-tone-2772334860/,1
2026-09-14,2772334870,CF39UP,Volkswagen,Caddy 2.0 TDI 102cv Maxi Life,2026,Diesel,,43950,102,Manual,Life,Évora,Évora,31/03/2026,https://www.amatoscar.pt/carro-usado/volkswagen-caddy-2-0-tdi-102cv-maxi-life-2772334870/,1
2026-09-14,2772337250,CG43BE,Opel,Corsa Edition 100 kW Bateria 50 kW,2026,Eletrico,,28950,136,Automática,kW,Évora,Évora,01/04/2026,https://www.amatoscar.pt/carro-usado/opel-corsa-edition-100-kw-bateria-50-kw-2772337250/,1
2026-09-14,2772337257,CG58BF,Opel,Combo 1.5 M Diesel 100 Manual,2026,Diesel,5,22450,100,Manual,Manual,Évora,Évora,01/04/2026,https://www.amatoscar.pt/carro-usado/opel-combo-1-5-m-diesel-100-manual-2772337257/,1
2026-09-14,2772337258,CG80BD,Opel,Combo 1.5 M Diesel 100 Manual,2026,Diesel,4,22450,100,Manual,Manual,Évora,Évora,01/04/2026,https://www.amatoscar.pt/carro-usado/opel-combo-1-5-m-diesel-100-manual-2772337258/,1
2026-09-14,2772338289,CG13AX,Volkswagen,Tiguan 1.5 TSI 272cv DSG PHEV R-Line,2026,Híbrido,25,53950,272,Automática,Line,Évora,Évora,02/04/2026,https://www.amatoscar.pt/carro-usado/volkswagen-tiguan-1-5-tsi-272cv-dsg-phev-r-line-2772338289/,1
2026-09-14,2772338297,CF55LV,Volvo,XC60 2.0 T6 350 AWD PHEV Plus Bright Auto,2026,Híbrido,8,60950,350,Automática,Auto,Évora,Évora,02/04/2026,https://www.amatoscar.pt/carro-usado/volvo-xc60-2-0-t6-350-awd-phev-plus-bright-auto-2772338297/,1
2026-09-14,2772338301,CG49DR,Kia,Picanto 1.0 GDi 5MT URBAN,2026,Gasolina,54,18990,68,Manual,URBAN,Évora,Évora,02/04/2026,https://www.amatoscar.pt/carro-usado/kia-picanto-1-0-gdi-5mt-urban-2772338301/,1
2026-09-14,2772339218,CG33DS,BMW,i5 eDrive40 Touring,2026,Eletrico,7,85410,340,Automática,Touring,Évora,Évora,03/03/2026,https://www.amatoscar.pt/carro-usado/bmw-i5-edrive40-touring-2772339218/,1
2026-09-14,2772339221,CF52LB,Volvo,XC60 2.0 T6 350 AWD PHEV Plus Bright Auto,2026,Híbrido,246,60950,350,Automática,Auto,Évora,Évora,03/04/2026,https://www.amatoscar.pt/carro-usado/volvo-xc60-2-0-t6-350-awd-phev-plus-bright-auto-2772339221/,1
2026-09-14,2772339224,CG04BN,Volvo,ES90 Single Motor Ultra RWD 333cv,2026,Eletrico,100,76450,333,Automática,cv,Évora,Évora,03/04/2026,https://www.amatoscar.pt/carro-usado/volvo-es90-single-motor-ultra-rwd-333cv-2772339224/,1
2026-09-14,2772339226,CF65TR,Kia,XCeed 1.0 T-GDi 6MT DYNAMIC,2026,Gasolina,7,23450,115,Manual,DYNAMIC,Évora,Évora,03/04/2026,https://www.amatoscar.pt/carro-usado/kia-xceed-1-0-t-gdi-6mt-dynamic-2772339226/,1
2026-09-14,2772339227,CG58DS,BMW,iX xDrive45,2026,Eletrico,4,87540,408,Automática,,Évora,Évora,03/04/2026,https://www.amatoscar.pt/carro-usado/bmw-ix-xdrive45-2772339227/,1
2026-09-14,2772345148,CG00HA,Toyota,C-HR (2023–>) C-HR+ BEV 77kWh Premium,2026,Eletrico,2,47087,223,Automática,Toyota,Guarda,Guarda,10/04/2026,https://www.amatoscar.pt/carro-usado/toyota-c-hr-2023-c-hr-bev-77kwh-premium-2772345148/,1
2026-09-14,2772484043,BL41TM,Nissan,Ariya 87 kWh 4×2 Advance C 22kW + T.Pan,2024,Eletrico,10700,42450,242,Automática,Nissan,Portalegre,Portalegre,18/06/2024,https://www.amatoscar.pt/carro-usado/nissan-ariya-87-kwh-4x2-advance-c-22kw-t-pan-2772484043/,1
2026-09-14,2772784039,CE38DZ,Opel,Corsa Edition 100 kW Bateria 50 kW,2026,Eletrico,,28750,136,Automática,kW,Évora,Évora,23/04/2026,https://www.amatoscar.pt/carro-usado/opel-corsa-edition-100-kw-bateria-50-kw-2772784039/,1
2026-09-14,2772785600,CG20PO,Hyundai,IONIQ 5 EV 570km Premium Plus MY25,2026,Eletrico,,50232,229,Automática,,Évora,Évora,24/04/2026,https://www.amatoscar.pt/carro-usado/hyundai-ioniq-5-ev-570km-premium-plus-my25-2772785600/,1
2026-09-14,2772792535,CG72XM,BYD,"Sealion 7 82,5kWh Comfort",2026,Eletrico,15,47950,313,Automática,BYD,Évora,Évora,01/05/2026,https://www.amatoscar.pt/carro-usado/byd-sealion-7-825kwh-comfort-2772792535/,1
2026-09-14,2772793460,CG87ZB,BMW,iX2 eDrive20,2026,Eletrico,3111,58236,204,Automática,,Évora,Évora,03/05/2026,https://www.amatoscar.pt/carro-usado/bmw-ix2-edrive20-2772793460/,1
2026-09-14,2772793461,CG33ZC,Volvo,XC40 B3 163cv Plus Dark Auto,2026,Gasolina,7,45450,163,Automática,Auto,Évora,Évora,03/05/2026,https://www.amatoscar.pt/carro-usado/volvo-xc40-b3-163cv-plus-dark-auto-2772793461/,1
2026-09-14,2772793463,CG81ZA,BMW,Serie 3 M3 Competition xDrive Auto,2026,Gasolina,1062,137415,530,Automática,Auto,Évora,Évora,03/05/2026,https://www.amatoscar.pt/carro-usado/bmw-serie-3-m3-competition-xdrive-auto-2772793463/,1
2026-09-14,2772793464,CG08ZB,BMW,i4 eDrive40,2026,Eletrico,703,73564,340,Automática,,Évora,Évora,03/05/2026,https://www.amatoscar.pt/carro-usado/bmw-i4-edrive40-2772793464/,1
2026-09-14,2772794549,CG22XR,Opel,Astra 1.2 Turbo 130cv S/S Edition,2026,Gasolina,4,25950,130,Manual,Edition,Évora,Évora,05/05/2026,https://www.amatoscar.pt/carro-usado/opel-astra-1-2-turbo-130cv-s-s-edition-2772794549/,1
2026-09-14,2772794552,CG42TI,Opel,Astra 1.2T Hybrid 145cv GS CADC6 ST,2026,Gasolina,4100,33450,145,Automática,ST,Évora,Évora,05/05/2026,https://www.amatoscar.pt/carro-usado/opel-astra-1-2t-hybrid-145cv-gs-cadc6-st-2772794552/,1
2026-09-14,2772794593,CG64UN,Volkswagen,Golf 1.5 eTSI 116cv URBAN DSG Variant,2026,Gasolina,7713,33950,116,Automática,Variant,Évora,Évora,05/05/2026,https://www.amatoscar.pt/carro-usado/volkswagen-golf-1-5-etsi-116cv-urban-dsg-variant-2772794593/,1
2026-09-14,2772794605,CH27AF,Peugeot,e-208 Style Elétrico 136 cv (100 kW) – Bateria 50 kW,2026,Eletrico,,26950,136,Automática,kW,Évora,Évora,05/05/2026,https://www.amatoscar.pt/carro-usado/peugeot-e-208-style-eletrico-136-cv-100-kw-bateria-50-kw-2772794605/,1
2026-09-14,2772804683,CH51EQ,Volkswagen,Multivan 1.5TSI PHEV Trend DSG,2026,Híbrido,4831,49950,245,Automática,DSG,Évora,Évora,12/05/2026,https://www.amatoscar.pt/carro-usado/volkswagen-multivan-1-5tsi-phev-trend-dsg-2772804683/,1
2026-09-14,2772172364,BZ50ES,Opel,Grandland BEV 210cv Bateria 73kw GS,2025,Eletrico,900,43450,213,Automática,GS,Évora,Évora,01/05/2025,https://www.amatoscar.pt/carro-usado/opel-grandland-bev-210cv-bateria-73kw-gs-2772172364/,1
2026-09-14,2772860713,CH21UQ,Audi,Q2 30 TFSI Advance,2026,Gasolina,20,31450,116,Manual,Advance,Évora,Évora,15/06/2026,https://www.amatoscar.pt/carro-usado/audi-q2-30-tfsi-advance-2772860713/,1
2026-09-14,2772860723,CH64XA,Nissan,JUKE 1.0 DIG-T 114cv Acenta+,2026,Gasolina,1430,23950,114,Manual,Nissan,Évora,Évora,15/06/2026,https://www.amatoscar.pt/carro-usado/nissan-juke-1-0-dig-t-114cv-acenta-2772860723/,1
2026-09-14,2772860724,CH70XA,Nissan,JUKE 1.0 DIG-T 114cv Acenta+,2026,Gasolina,9,23950,114,Manual,Nissan,Évora,Évora,15/06/2026,https://www.amatoscar.pt/carro-usado/nissan-juke-1-0-dig-t-114cv-acenta-2772860724/,1
2026-09-14,2772860736,CH93VF,Opel,Astra 1.2 Turbo 130cv S/S Edition ST,2026,Gasolina,115,27250,130,Manual,ST,Évora,Évora,15/06/2026,https://www.amatoscar.pt/carro-usado/opel-astra-1-2-turbo-130cv-s-s-edition-st-2772860736/,1
2026-09-14,2772860799,CH79ZA,Peugeot,208 Allure Turbo 100 cv CVM6,2026,Gasolina,10,20750,100,Manual,,Évora,Évora,15/06/2026,https://www.amatoscar.pt/carro-usado/peugeot-208-allure-turbo-100-cv-cvm6-2772860799/,1
2026-09-14,2772885280,CI01PL,BMW,Serie 5 M5,2026,Híbrido,15,171265,727,Automática,,Évora,Évora,24/06/2026,https://www.amatoscar.pt/carro-usado/bmw-serie-5-m5-2772885280/,1
2026-09-14,2772886666,CI87TM,Audi,A3 40 TFSIe S tronic allstreet,2026,Híbrido,15,42500,204,Automática,allstreet,Évora,Évora,26/06/2026,https://www.amatoscar.pt/carro-usado/audi-a3-40-tfsie-s-tronic-allstreet-2772886666/,1
2026-09-14,2772886669,CH10NN,Kia,"EV2 DYNAMIC (42,2 kWh)",2026,Eletrico,888,29950,147,Automática,,Évora,Évora,26/06/2026,https://www.amatoscar.pt/carro-usado/kia-ev2-dynamic-422-kwh-2772886669/,1
2026-09-14,2772887717,CI51UR,Audi,A1 25 TFSI Advanced Sportback,2026,Gasolina,11,26950,95,Manual,Sportback,Évora,Évora,27/06/2026,https://www.amatoscar.pt/carro-usado/audi-a1-25-tfsi-advanced-sportback-2772887717/,1
2026-09-14,2772887722,CI75VH,Kia,Stonic 1.0 T-GDi 6MT DRIVE,2026,Gasolina,8,21450,100,Manual,DRIVE,Évora,Évora,27/06/2026,https://www.amatoscar.pt/carro-usado/kia-stonic-1-0-t-gdi-6mt-drive-2772887722/,1
2026-09-14,2772889888,CI63VJ,BMW,i5 eDrive40,2026,Eletrico,63,73950,340,Automática,,Évora,Évora,01/07/2026,https://www.amatoscar.pt/carro-usado/bmw-i5-edrive40-2772889888/,1
2026-09-14,2772889901,CJ27BA,Citroen,C5 Aircross Elétrico 230cv Autonomia Alargada Automático MAX,2026,Eletrico,62,45450,231,Automática,MAX,Évora,Évora,01/07/2026,https://www.amatoscar.pt/carro-usado/citroen-c5-aircross-eletrico-230cv-autonomia-alargada-automatico-max-2772889901/,1
2026-09-14,2772891724,CJ55CB,Nissan,JUKE 1.0 DIG-T 114cv Acenta+,2026,Gasolina,68,29006,114,Manual,Nissan,Évora,Évora,02/07/2026,https://www.amatoscar.pt/carro-usado/nissan-juke-1-0-dig-t-114cv-acenta-2772891724/,1
2026-09-14,2772891725,CI26UG,Nissan,LEAF 52 kWh Advance,2026,Eletrico,183,48056,177,Automática,Nissan,Évora,Évora,02/07/2026,https://www.amatoscar.pt/carro-usado/nissan-leaf-52-kwh-advance-2772891725/,1
2026-09-14,2772891737,CJ94DQ,BMW,iX2 eDrive20,2026,Eletrico,1843,54950,204,Automática,,Évora,Évora,02/07/2026,https://www.amatoscar.pt/carro-usado/bmw-ix2-edrive20-2772891737/,1
2026-09-14,2772899001,CE68DZ,Opel,Corsa Edition 100 kW Bateria 50 kW,2026,Eletrico,309,28950,136,Automática,kW,Évora,Évora,10/07/2026,https://www.amatoscar.pt/carro-usado/opel-corsa-edition-100-kw-bateria-50-kw-2772899001/,1
2026-09-14,2772901161,CJ92DO,Kia,Sportage 1.6 T-GDi 6AT PHEV GT-LINE,2026,Híbrido,60,44750,288,Automática,LINE,Évora,Évora,14/07/2026,https://www.amatoscar.pt/carro-usado/kia-sportage-1-6-t-gdi-6at-phev-gt-line-2772901161/,1
2026-09-14,2772906888,CJ06PT,Peugeot,208 Edition Turbo 100 cv CVM6,2026,Gasolina,159,20450,100,Manual,,Évora,Évora,23/07/2026,https://www.amatoscar.pt/carro-usado/peugeot-208-edition-turbo-100-cv-cvm6-2772906888/,1
2026-09-14,2772911138,CH04ZJ,BMW,Serie 3 330e Auto,2026,Híbrido,500,66800,292,Automática,Auto,Évora,Évora,30/07/2026,https://www.amatoscar.pt/carro-usado/bmw-serie-3-330e-auto-2772911138/,1
2026-09-14,2772912134,CJ03VH,Volkswagen,T-Roc 1.5 eTSI 116cv DSG STYLE,2026,Gasolina,226,34450,116,Automática,STYLE,Évora,Évora,31/07/2026,https://www.amatoscar.pt/carro-usado/volkswagen-t-roc-1-5-etsi-116cv-dsg-style-2772912134/,1
